name	pname	cityname	adname	address	location	lng	lat	rating	cost
酉水河串串香锅	重庆市	重庆市	大渡口区	山河路9号附近	106.466979,29.491820	106.55766585007548	29.574639200882807	3.4	[]
奇点火锅	重庆市	重庆市	大渡口区	文体路89号附6号	106.487614,29.483114	106.55766585007548	29.574639200882807	3.5	[]
好友汇江湖爆炒	重庆市	重庆市	大渡口区	茄子溪新街267号附8号	106.494345,29.429725	106.55766585007548	29.574639200882807	3.5	[]
狼串串(金泰路)	重庆市	重庆市	大渡口区	八桥镇半岛逸景公租房金泰路4号门面	106.470695,29.431907	106.55766585007548	29.574639200882807	3.0	[]
合之源土灶老火锅	重庆市	重庆市	大渡口区	双城路4号附52号	106.463986,29.493939	106.55766585007548	29.574639200882807	4.7	57.00
六婆串串香(重庆大渡口店)	重庆市	重庆市	大渡口区	春晖路96号渝港花园附7号门面(春晖路派出所对面)	106.477316,29.468469	106.55766585007548	29.574639200882807	3.5	48.00
福记潮汕牛肉火锅(重庆分店)	重庆市	重庆市	大渡口区	爱情公园1号	106.472632,29.493606	106.55766585007548	29.574639200882807	3.5	74.00
渝鲜货老火锅	重庆市	重庆市	大渡口区	松青路1058附43号	106.479397,29.469105	106.55766585007548	29.574639200882807	4.0	[]
根据地火锅(半岛店)	重庆市	重庆市	大渡口区	藕田路与金湾路交叉口东50米	106.470646,29.433418	106.55766585007548	29.574639200882807	4.0	66.00
渝忠自助火锅	重庆市	重庆市	大渡口区	藕田路与金湾路交叉口西北150米	106.469741,29.434241	106.55766585007548	29.574639200882807	3.5	[]
临江门兄弟老火锅	重庆市	重庆市	大渡口区	金泰路6号	106.470271,29.431736	106.55766585007548	29.574639200882807	3.5	50.00
龙串串(山川路2店)	重庆市	重庆市	大渡口区	中交丽景公园时光5栋1层	106.471747,29.493471	106.55766585007548	29.574639200882807	3.5	54.00
牧兰沁草原牛羊肉涮府	重庆市	重庆市	大渡口区	春晖路69-73号(重庆市旅游学校对面)	106.478014,29.475889	106.55766585007548	29.574639200882807	4.5	80.00
十五老火锅(大渡口店)	重庆市	重庆市	大渡口区	四达路15号1幢附2号	106.490358,29.430788	106.55766585007548	29.574639200882807	3.0	[]
锅锅筵水八块(朵力店)	重庆市	重庆市	大渡口区	新农八村双山隧道87号(加油站旁)	106.485355,29.493726	106.55766585007548	29.574639200882807	4.0	60.00
熊二老火锅串串	重庆市	重庆市	大渡口区	钢花路799-附1-1-42号附近	106.485861,29.473110	106.55766585007548	29.574639200882807	4.1	[]
爽口鹅肠老火锅(三木花园店)	重庆市	重庆市	大渡口区	春晖路街道三木花园31栋71号	106.480564,29.471497	106.55766585007548	29.574639200882807	4.7	40.00
烧鸡公铁锅鱼	重庆市	重庆市	大渡口区	钢花路1016号附102号	106.485696,29.469886	106.55766585007548	29.574639200882807	4.3	[]
渝派吹德神老火锅	重庆市	重庆市	大渡口区	四达路16附33-34号	106.493454,29.431133	106.55766585007548	29.574639200882807	[]	[]
渝八味水八块火锅大渡口直营店	重庆市	重庆市	大渡口区	湖榕路鑫桥小区2号门面(新世纪后门对面)	106.481631,29.477230	106.55766585007548	29.574639200882807	3.0	39.00
汇爽老火锅	重庆市	重庆市	大渡口区	金桥路就6号附10号	106.480424,29.458733	106.55766585007548	29.574639200882807	3.5	[]
沈记老火锅	重庆市	重庆市	大渡口区	春晖路96号附6号(育恩联合妇产医院斜对面)	106.477160,29.468687	106.55766585007548	29.574639200882807	3.6	[]
渝华源老火锅(大渡口总店)	重庆市	重庆市	大渡口区	湖榕路39-附30-31号附近	106.481422,29.475695	106.55766585007548	29.574639200882807	4.0	64.00
黔江干锅鸡杂	重庆市	重庆市	大渡口区	春晖路街道八桥街44-7号	106.481446,29.474814	106.55766585007548	29.574639200882807	3.5	25.00
九丹砂锅串串	重庆市	重庆市	大渡口区	八桥镇四达路16-29号	106.492408,29.430683	106.55766585007548	29.574639200882807	3.5	[]
红福老火锅(茄子溪店)	重庆市	重庆市	大渡口区	四达路16号附38号	106.493565,29.431086	106.55766585007548	29.574639200882807	3.5	[]
渝香阁老火锅	重庆市	重庆市	大渡口区	祥福路92-9幢附1号附近	106.486988,29.413644	106.55766585007548	29.574639200882807	3.5	[]
辣咘食熟火锅冒菜套饭便当	重庆市	重庆市	大渡口区	新山村街道月光村36-33号	106.483291,29.485478	106.55766585007548	29.574639200882807	5.0	[]
潮牛牛肉火锅便当(大渡口区)	重庆市	重庆市	大渡口区	春晖路街道文体支路227号2-1号	106.483725,29.486248	106.55766585007548	29.574639200882807	4.8	[]
龙哈儿鲜货老灶火锅	重庆市	重庆市	大渡口区	八桥街与湖榕路交叉口东北50米	106.481570,29.474626	106.55766585007548	29.574639200882807	4.0	58.00
香约串串香	重庆市	重庆市	大渡口区	新农八村4号朵力名都旁	106.481974,29.495263	106.55766585007548	29.574639200882807	3.5	[]
77巴适老火锅	重庆市	重庆市	大渡口区	西城佳园福溪大道244号至254号	106.473876,29.431018	106.55766585007548	29.574639200882807	3.5	[]
流口水火锅小面(巴国城店)	重庆市	重庆市	大渡口区	山川路3号1层1-1(巴国城品翰酒店一楼)	106.473826,29.493799	106.55766585007548	29.574639200882807	3.5	12.00
龙氏野生菌汤锅(大渡口店)	重庆市	重庆市	大渡口区	松青路1058号附35号	106.479535,29.469613	106.55766585007548	29.574639200882807	3.5	45.00
重庆火锅米线	重庆市	重庆市	大渡口区	双林路2号附近	106.467836,29.494436	106.55766585007548	29.574639200882807	3.4	[]
伯虎老火锅(佳禾鑫ihome北)	重庆市	重庆市	大渡口区	大渡口金融广场3栋2层	106.485138,29.476235	106.55766585007548	29.574639200882807	[]	[]
唐记老砂锅串串香	重庆市	重庆市	大渡口区	双龙路52号附近	106.472781,29.493803	106.55766585007548	29.574639200882807	[]	[]
麻子老火锅(湖榕路)	重庆市	重庆市	大渡口区	湖榕路37中后门	106.482339,29.472475	106.55766585007548	29.574639200882807	[]	[]
二子火锅	重庆市	重庆市	大渡口区	文体支路228号附12号	106.483491,29.486721	106.55766585007548	29.574639200882807	4.0	70.00
大堰第一家串串香	重庆市	重庆市	大渡口区	共建二支路与跃进路交叉口东北100米	106.494231,29.492500	106.55766585007548	29.574639200882807	4.0	36.00
泰‘s海鲜火锅	重庆市	重庆市	大渡口区	新天泽国际广场2幢10-16(停车库入口旁)	106.480076,29.474845	106.55766585007548	29.574639200882807	4.0	[]
江渝10号老火锅	重庆市	重庆市	大渡口区	春晖路街道62号附1号	106.477696,29.480488	106.55766585007548	29.574639200882807	4.0	75.00
麻辣言子老火锅	重庆市	重庆市	大渡口区	文体支路227号1-10号	106.483980,29.486586	106.55766585007548	29.574639200882807	4.0	58.00
嘿麻辣重庆土著串串中交那里直营店	重庆市	重庆市	大渡口区	毛线沟杨渡路中房673号	106.503069,29.493715	106.55766585007548	29.574639200882807	4.0	49.00
犇吃串串香	重庆市	重庆市	大渡口区	钢花路1056号附45号	106.486211,29.466489	106.55766585007548	29.574639200882807	4.0	[]
城门老鸭汤	重庆市	重庆市	大渡口区	松青路1111号附53号	106.479942,29.470792	106.55766585007548	29.574639200882807	3.0	[]
临江门超市老火锅	重庆市	重庆市	大渡口区	诗情路龙力巴国御景(保利可爱岛)旁	106.470590,29.497198	106.55766585007548	29.574639200882807	3.5	[]
友卓老火锅	重庆市	重庆市	大渡口区	大渡口区府文体路锦绣格林227号	106.483714,29.486111	106.55766585007548	29.574639200882807	3.5	[]
天源火锅(大渡口店)	重庆市	重庆市	大渡口区	春晖路街道松青路1029号2层IF008号	106.480293,29.475521	106.55766585007548	29.574639200882807	3.5	61.00
板栗鸡郑家院子老火锅(巴国城店)	重庆市	重庆市	大渡口区	红狮大道9号附38号(霹雳火海鲜城旁)	106.471001,29.496936	106.55766585007548	29.574639200882807	3.5	[]
釜运老火锅(中交直营店)	重庆市	重庆市	大渡口区	双山路116号(晋愉盛世融城正对面)	106.473694,29.491006	106.55766585007548	29.574639200882807	3.5	[]
乡吧佬老火锅	重庆市	重庆市	大渡口区	双林路5号附6号	106.467841,29.493321	106.55766585007548	29.574639200882807	3.5	[]
老字号烧鸡公	重庆市	重庆市	大渡口区	茄子溪正街271-附15号附近	106.493411,29.429916	106.55766585007548	29.574639200882807	3.5	30.00
金爪爪干锅(大渡口店)	重庆市	重庆市	大渡口区	松青路1058号春晖花园南门	106.478989,29.469104	106.55766585007548	29.574639200882807	3.5	47.00
火爆串串(大渡口店)	重庆市	重庆市	大渡口区	松青路1111号附194号	106.479921,29.469688	106.55766585007548	29.574639200882807	3.5	50.00
堰塘渣渣老火锅	重庆市	重庆市	大渡口区	跃进村街道共建路62号15号(重钢水上乐园北侧50米)	106.489384,29.489763	106.55766585007548	29.574639200882807	3.5	40.00
雾都大码头火锅	重庆市	重庆市	大渡口区	巴国城后门诗情路1号附1-18号(东海·阿特豪斯北侧底商)	106.468445,29.495224	106.55766585007548	29.574639200882807	3.5	[]
龙门主题老火锅(半岛乐园店)	重庆市	重庆市	大渡口区	长德农贸市场楼下	106.467503,29.436448	106.55766585007548	29.574639200882807	3.5	[]
耙牛游	重庆市	重庆市	大渡口区	春晖花园40号门面(颐瑞酒楼对面)	106.479566,29.469356	106.55766585007548	29.574639200882807	3.5	35.00
奥龙串串(佳兆业店)	重庆市	重庆市	大渡口区	钢城大道南段18号	106.489297,29.443438	106.55766585007548	29.574639200882807	3.5	[]
小龙大江火锅	重庆市	重庆市	大渡口区	大渡口公园翠云街111	106.482320,29.481550	106.55766585007548	29.574639200882807	3.5	45.00
夜牛神毛肚火锅	重庆市	重庆市	大渡口区	春晖路69号(旅游学校对面)	106.478030,29.475779	106.55766585007548	29.574639200882807	3.5	52.00
麻辣言子老火锅(秋实店)	重庆市	重庆市	大渡口区	春晖路88附12号	106.475221,29.470044	106.55766585007548	29.574639200882807	3.5	[]
八拖三老火锅	重庆市	重庆市	大渡口区	逸景金阳路200号附4号	106.467861,29.432797	106.55766585007548	29.574639200882807	3.5	[]
老三篇老火锅六拖二	重庆市	重庆市	大渡口区	共建路61号-2号	106.489336,29.489866	106.55766585007548	29.574639200882807	3.5	[]
牛乡棠牛杂火锅	重庆市	重庆市	大渡口区	钢花路25号附1号(建设村公交站旁)	106.487472,29.488843	106.55766585007548	29.574639200882807	3.5	[]
醉源鲜菜老火锅	重庆市	重庆市	大渡口区	钢城大道佳兆业滨江新城墨香庭大门口2楼	106.489161,29.443260	106.55766585007548	29.574639200882807	3.5	[]
金牌牛杂火锅(大渡口店)	重庆市	重庆市	大渡口区	半岛逸景金阳路200号	106.467909,29.432672	106.55766585007548	29.574639200882807	3.5	[]
江二娃火锅	重庆市	重庆市	大渡口区	钢花路68附14号(平安轻轨站b出口左行150米)	106.486217,29.488186	106.55766585007548	29.574639200882807	3.5	[]
重发石锅鱼烤鱼	重庆市	重庆市	大渡口区	翠云街松青路1048号	106.478876,29.471254	106.55766585007548	29.574639200882807	3.5	[]
咯咯哒火锅冒菜	重庆市	重庆市	大渡口区	八桥镇柏华街71号	106.478259,29.466771	106.55766585007548	29.574639200882807	3.5	[]
叉叉裤鲜货火锅(巴国城店)	重庆市	重庆市	大渡口区	山川路3号2-1附5-6号	106.473528,29.493769	106.55766585007548	29.574639200882807	3.5	90.00
憨石匠鲜菜土火锅(大渡口旗舰店)	重庆市	重庆市	大渡口区	松青路1557号附29号	106.480406,29.467533	106.55766585007548	29.574639200882807	3.5	50.00
奔吃老火锅	重庆市	重庆市	大渡口区	杨渡路703号	106.502960,29.493161	106.55766585007548	29.574639200882807	3.5	[]
天滋鲜货老火锅	重庆市	重庆市	大渡口区	杨渡路中房713号	106.503207,29.492856	106.55766585007548	29.574639200882807	3.5	[]
涮烤小肥羊	重庆市	重庆市	大渡口区	杨渡路683号中房那里	106.503074,29.493600	106.55766585007548	29.574639200882807	3.5	[]
农田人家老火锅	重庆市	重庆市	大渡口区	钢花路1056号附48号	106.486478,29.467556	106.55766585007548	29.574639200882807	3.5	[]
品阁经典老火锅	重庆市	重庆市	大渡口区	松青路1060-附12号附近	106.478693,29.468975	106.55766585007548	29.574639200882807	3.5	[]
周氏老土火锅	重庆市	重庆市	大渡口区	钢花路1056号附30号	106.486108,29.468438	106.55766585007548	29.574639200882807	3.5	[]
逸景面庄	重庆市	重庆市	大渡口区	藕田路与金泰路交叉口南50米	106.469852,29.432358	106.55766585007548	29.574639200882807	3.5	51.00
龙串串(大渡口步行街店)	重庆市	重庆市	大渡口区	湖榕路18号附4号	106.481826,29.477640	106.55766585007548	29.574639200882807	3.5	[]
太阳湾老火锅	重庆市	重庆市	大渡口区	油府路与金湾路交叉口东100米	106.474426,29.431004	106.55766585007548	29.574639200882807	3.5	[]
后串串(钢花路店)	重庆市	重庆市	大渡口区	钢花路68号附7号	106.487157,29.488079	106.55766585007548	29.574639200882807	3.5	35.00
亿地老火锅(跳蹬店)	重庆市	重庆市	大渡口区	跳蹬镇亿地商业区82号	106.431310,29.400265	106.55766585007548	29.574639200882807	3.5	72.00
吉昌火锅串串	重庆市	重庆市	大渡口区	兴龙路新农八村内3号附10号	106.482576,29.494959	106.55766585007548	29.574639200882807	3.5	28.00
火锅米线	重庆市	重庆市	大渡口区	锦华路6-附18号附近	106.483401,29.465209	106.55766585007548	29.574639200882807	3.5	14.00
久吃老火锅(凤阳总店)	重庆市	重庆市	大渡口区	凤安路天泰凤阳小镇12号	106.466826,29.427406	106.55766585007548	29.574639200882807	3.5	35.00
十里串串香	重庆市	重庆市	大渡口区	跃进支路与跃进路交叉口西南50米	106.494959,29.492683	106.55766585007548	29.574639200882807	3.5	[]
巴蜀三和鱼(茄子溪店)	重庆市	重庆市	大渡口区	茄子溪街道茄子溪综合市场c区21号巴蜀三和鱼	106.492430,29.430786	106.55766585007548	29.574639200882807	[]	54.00
奥龙串串(半岛逸景店)	重庆市	重庆市	大渡口区	八桥镇半岛逸景金湾路33号	106.469197,29.434366	106.55766585007548	29.574639200882807	3.5	52.00
签味王火锅串串香(大渡口店)	重庆市	重庆市	大渡口区	湖榕路69号附4号	106.483409,29.469508	106.55766585007548	29.574639200882807	3.5	[]
巴山味庄老火锅	重庆市	重庆市	大渡口区	八桥镇中交丽景双龙路2号附114号	106.472870,29.493898	106.55766585007548	29.574639200882807	3.0	[]
洪湖香藕王养生汤	重庆市	重庆市	大渡口区	金桥路6号附13号	106.478861,29.462108	106.55766585007548	29.574639200882807	4.0	42.00
黔江鸡杂(跃进路店)	重庆市	重庆市	大渡口区	跃进村街道大堰一村44栋2号	106.495317,29.492792	106.55766585007548	29.574639200882807	5.0	30.00
知味串串香	重庆市	重庆市	大渡口区	八桥镇互助村九队三联搅拌站对面	106.466183,29.463765	106.55766585007548	29.574639200882807	3.3	[]
呱助老火锅	重庆市	重庆市	大渡口区	凤祥路东200米	106.467222,29.455627	106.55766585007548	29.574639200882807	3.4	[]
麻辣言子老火锅(荣涛丽苑店)	重庆市	重庆市	大渡口区	湖榕路69号-附6号	106.483424,29.469464	106.55766585007548	29.574639200882807	3.0	[]
牛对头老火锅	重庆市	重庆市	大渡口区	文体支路文体路122号(大渡口区府旁)	106.483620,29.484704	106.55766585007548	29.574639200882807	3.0	[]
帅锅辣妹(大渡口店)	重庆市	重庆市	大渡口区	文体支路228号16号	106.483570,29.486651	106.55766585007548	29.574639200882807	3.0	73.00
重庆君记火锅	重庆市	重庆市	大渡口区	山海路65号附近	106.470594,29.489486	106.55766585007548	29.574639200882807	3.3	[]
园大神老火锅	重庆市	重庆市	大渡口区	八桥镇盛世龙都双城路2号附21号	106.464834,29.494242	106.55766585007548	29.574639200882807	3.3	[]
周记来吧串串香	重庆市	重庆市	大渡口区	双城路与山川路交叉口西北50米	106.464814,29.494138	106.55766585007548	29.574639200882807	3.3	[]
美蛙火锅鱼府	重庆市	重庆市	大渡口区	双山路58号1-2栋附近	106.483292,29.489416	106.55766585007548	29.574639200882807	3.0	66.00
豆花火锅鱼分店	重庆市	重庆市	大渡口区	双城路与山川路交叉口西100米	106.464417,29.493940	106.55766585007548	29.574639200882807	3.3	[]
好吃够串串香	重庆市	重庆市	大渡口区	翠柏路88-24号	106.474907,29.477508	106.55766585007548	29.574639200882807	3.2	[]
同盟老火锅	重庆市	重庆市	大渡口区	八桥街56号附1-2号	106.475379,29.472085	106.55766585007548	29.574639200882807	3.2	[]
鑫百信老火锅(跃进村店)	重庆市	重庆市	大渡口区	跃进路19号附11-12号	106.491202,29.487382	106.55766585007548	29.574639200882807	3.0	59.00
胖哥串串香	重庆市	重庆市	大渡口区	跃进支路与跃进路交叉口西南100米	106.494628,29.492670	106.55766585007548	29.574639200882807	3.0	[]
玖品串串香	重庆市	重庆市	大渡口区	金泰路13号附近	106.470268,29.431644	106.55766585007548	29.574639200882807	3.5	[]
江符串串香	重庆市	重庆市	大渡口区	春晖路街道湖榕路69号14号	106.483512,29.469207	106.55766585007548	29.574639200882807	[]	30.00
黔江鸡杂(大渡口店)	重庆市	重庆市	大渡口区	松青路1110号附35号	106.476500,29.461560	106.55766585007548	29.574639200882807	3.5	36.00
品火锅	重庆市	重庆市	大渡口区	八桥镇山川路3号附6号	106.473513,29.493743	106.55766585007548	29.574639200882807	[]	[]
老桌子火锅串串香	重庆市	重庆市	大渡口区	九宫庙钢花路1016幢1-3号	106.485632,29.469954	106.55766585007548	29.574639200882807	[]	35.00
临江门洞子老火锅	重庆市	重庆市	大渡口区	翠柏路31号付3号(近轻轨总站)	106.475271,29.472100	106.55766585007548	29.574639200882807	[]	[]
山炮李记串串香(文体路店)	重庆市	重庆市	大渡口区	新山村街道文体路88号附7号1-8号	106.484801,29.485173	106.55766585007548	29.574639200882807	3.5	66.00
让签签飞钢管厂后门小郡肝串串香(大渡口店)	重庆市	重庆市	大渡口区	双城路4号附60号	106.464654,29.493829	106.55766585007548	29.574639200882807	3.5	[]
原味1987串串香	重庆市	重庆市	大渡口区	双山路钢花路66号(平安轻轨站B出口向左步行10米)	106.485748,29.488665	106.55766585007548	29.574639200882807	3.5	53.00
小郡肝串串香	重庆市	重庆市	大渡口区	春晖路69号	106.478314,29.476933	106.55766585007548	29.574639200882807	3.5	[]
五味缘小郡肝串串香(九宫庙店)	重庆市	重庆市	大渡口区	湖榕路39号附6号(大渡口沃尔玛超市后门对面)	106.481554,29.476989	106.55766585007548	29.574639200882807	3.5	[]
小郡肝串串香(新城明珠店)	重庆市	重庆市	大渡口区	松青路1058附43号	106.479357,29.469122	106.55766585007548	29.574639200882807	3.5	[]
老基地火锅(大渡口店)	重庆市	重庆市	大渡口区	松青路1029号春光购物广场F1层	106.480099,29.475908	106.55766585007548	29.574639200882807	3.5	55.00
江二娃串串香(巴国城店)	重庆市	重庆市	大渡口区	大渡口巴国城区双龙路1号附7号	106.474796,29.494541	106.55766585007548	29.574639200882807	3.5	40.00
熊猫冒菜	重庆市	重庆市	大渡口区	双园路1号附31号	106.473884,29.494150	106.55766585007548	29.574639200882807	[]	[]
小小火锅	重庆市	重庆市	大渡口区	诗情路2附67号	106.471070,29.496985	106.55766585007548	29.574639200882807	[]	[]
迦南美地串串香(共建路)	重庆市	重庆市	大渡口区	共建路62号2号附7号	106.488928,29.489536	106.55766585007548	29.574639200882807	[]	21.00
张二娃串串香	重庆市	重庆市	大渡口区	金桥路古渡春色	106.479521,29.457106	106.55766585007548	29.574639200882807	[]	[]
大龙老火锅(巴国城旗舰店)	重庆市	重庆市	大渡口区	八桥镇双龙路2号巴国城中交丽景永辉超市二楼	106.474323,29.495701	106.55766585007548	29.574639200882807	3.0	54.00
临江门洞子老火锅(茄子溪店)	重庆市	重庆市	大渡口区	四达路16号附近	106.492300,29.430168	106.55766585007548	29.574639200882807	3.0	58.00
若愚火锅	重庆市	重庆市	大渡口区	八桥镇双山路193号附37号2-4金科星辰商业街	106.457608,29.485660	106.55766585007548	29.574639200882807	[]	[]
八方缘牛杂老火锅	重庆市	重庆市	大渡口区	双园路与山川路交叉口东100米	106.471287,29.493677	106.55766585007548	29.574639200882807	[]	[]
六火锅	重庆市	重庆市	大渡口区	御桥路11号	106.458356,29.485016	106.55766585007548	29.574639200882807	[]	[]
成钢五区小郡肝串串香(中交丽景店)	重庆市	重庆市	大渡口区	双龙路80号附近	106.471471,29.492956	106.55766585007548	29.574639200882807	[]	[]
让签签飞钢管厂后门小郡肝串串香大渡口旗舰店(文体路店)	重庆市	重庆市	大渡口区	文体路122号文体苑1-2号	106.483590,29.484562	106.55766585007548	29.574639200882807	[]	[]
老古火串串香	重庆市	重庆市	大渡口区	松青路1557号祥和御馨园24号	106.479949,29.467430	106.55766585007548	29.574639200882807	[]	[]
千源梁山鸡	重庆市	重庆市	大渡口区	春晖路街道松青路45号春晖花园7栋1号	106.479047,29.469056	106.55766585007548	29.574639200882807	[]	43.00
让签签飞钢管厂后门小郡肝串串香	重庆市	重庆市	大渡口区	八桥镇金桥路6号附13号	106.480161,29.458713	106.55766585007548	29.574639200882807	[]	[]
兄弟联火锅	重庆市	重庆市	大渡口区	双园路西50米寰林双山办公楼附近	106.473725,29.486054	106.55766585007548	29.574639200882807	[]	[]
亲叫唤串串香	重庆市	重庆市	大渡口区	跃进路573号	106.497765,29.490322	106.55766585007548	29.574639200882807	[]	[]
正冬十砂锅串串香	重庆市	重庆市	大渡口区	湖榕路69号附14号	106.483362,29.469016	106.55766585007548	29.574639200882807	[]	[]
31号串串(大渡口柏树堡店)	重庆市	重庆市	大渡口区	松青路与金桥路交叉口西100米	106.479036,29.457964	106.55766585007548	29.574639200882807	[]	[]
一间火锅	重庆市	重庆市	大渡口区	跃进路55号附近	106.495061,29.491309	106.55766585007548	29.574639200882807	[]	[]
忆香源老火锅(大渡口店)	重庆市	重庆市	大渡口区	春晖路街道松青路1557号附24号	106.480719,29.467592	106.55766585007548	29.574639200882807	[]	39.00
258砂锅串串香	重庆市	重庆市	大渡口区	大堰一村46栋	106.495404,29.492178	106.55766585007548	29.574639200882807	[]	[]
杨大妹串串香	重庆市	重庆市	大渡口区	跃进支路与跃进路交叉口西南50米	106.494902,29.492700	106.55766585007548	29.574639200882807	[]	[]
四季老火锅	重庆市	重庆市	大渡口区	甘霖路2号附1号1-5(金阳路与甘霖路交口旁)	106.467508,29.436292	106.55766585007548	29.574639200882807	[]	40.00
乐道钵钵鸡油炸串串	重庆市	重庆市	大渡口区	八桥镇双龙路2号中交万都汇1号附53号	106.474304,29.495389	106.55766585007548	29.574639200882807	[]	[]
焖锅鸡	重庆市	重庆市	大渡口区	春晖路街道翠柏路31号门面2号(民生银行旁)	106.475237,29.473136	106.55766585007548	29.574639200882807	[]	[]
喳喳老火锅	重庆市	重庆市	大渡口区	春晖路88号附115号	106.475453,29.471142	106.55766585007548	29.574639200882807	[]	[]
知格火锅	重庆市	重庆市	大渡口区	双城路157号重庆康东医院南行100米	106.465108,29.491332	106.55766585007548	29.574639200882807	[]	[]
秘火锅(蓝谷小镇店)	重庆市	重庆市	大渡口区	松青路锦兴综合楼	106.479736,29.462079	106.55766585007548	29.574639200882807	[]	[]
沈记串串老火锅	重庆市	重庆市	大渡口区	保利·可爱岛	106.470596,29.497286	106.55766585007548	29.574639200882807	[]	[]
筷趣捞自助老火锅	重庆市	重庆市	大渡口区	八桥镇钢花路799号阳明佳城商业二楼(大渡口三十七中对面)	106.485202,29.473389	106.55766585007548	29.574639200882807	[]	55.00
奇福道老火锅	重庆市	重庆市	大渡口区	共建路62号1号附15号	106.487791,29.488031	106.55766585007548	29.574639200882807	[]	[]
醉佳客串串香(大堰一村店)	重庆市	重庆市	大渡口区	跃进村金立·园丁小区(跃进路)	106.494945,29.492720	106.55766585007548	29.574639200882807	[]	28.00
小龙大江老火锅(大渡口总店)	重庆市	重庆市	大渡口区	[]	106.478479,29.470803	106.55766585007548	29.574639200882807	[]	59.00
火锅店	重庆市	重庆市	大渡口区	百花路与钢花路交叉口西北100米	106.486373,29.468036	106.55766585007548	29.574639200882807	[]	[]
新山八拖三老火锅	重庆市	重庆市	大渡口区	蓝谷小镇金桥路6号	106.480306,29.458827	106.55766585007548	29.574639200882807	[]	[]
龍胜祥老火锅	重庆市	重庆市	大渡口区	松青路1108号附11号(大渡口小学对面)	106.478140,29.460524	106.55766585007548	29.574639200882807	[]	32.00
蔚姐火锅鸡杂	重庆市	重庆市	大渡口区	东风村9号1-2	106.486325,29.480803	106.55766585007548	29.574639200882807	[]	[]
秋实老火锅	重庆市	重庆市	大渡口区	春晖路88号附32号	106.476821,29.469207	106.55766585007548	29.574639200882807	[]	[]
牛头火锅串串香	重庆市	重庆市	大渡口区	四达路16附33-34号附近	106.493373,29.431129	106.55766585007548	29.574639200882807	[]	[]
益品香干锅	重庆市	重庆市	大渡口区	东风村9号1-5	106.486356,29.480860	106.55766585007548	29.574639200882807	[]	[]
陶家火锅	重庆市	重庆市	大渡口区	刘伏路与渝巴路交叉口西北50米	106.473698,29.409187	106.55766585007548	29.574639200882807	[]	[]
胖娃串串火锅	重庆市	重庆市	大渡口区	锦华路8号1-8附近	106.482189,29.471843	106.55766585007548	29.574639200882807	[]	[]
姐妹面馆	重庆市	重庆市	大渡口区	松青路柏华小区1060号附46号	106.478977,29.461431	106.55766585007548	29.574639200882807	[]	[]
要得火锅	重庆市	重庆市	大渡口区	互助工业园二村	106.467160,29.455897	106.55766585007548	29.574639200882807	[]	[]
重庆稻草人串串香(大渡口店)	重庆市	重庆市	大渡口区	钢花路832号附近	106.484004,29.474210	106.55766585007548	29.574639200882807	[]	[]
巴适火锅(重庆市大渡口区卫生局西)	重庆市	重庆市	大渡口区	八桥镇互助工业园	106.467316,29.455525	106.55766585007548	29.574639200882807	[]	[]
四季罗非鱼	重庆市	重庆市	大渡口区	松青路1106号	106.476397,29.461008	106.55766585007548	29.574639200882807	[]	[]
蜀秋渝王府	重庆市	重庆市	大渡口区	文体支路220号	106.483816,29.485450	106.55766585007548	29.574639200882807	3.5	[]
小郡肝串串香(大渡口旗舰店)	重庆市	重庆市	大渡口区	文体支路54号附近	106.485008,29.485352	106.55766585007548	29.574639200882807	[]	[]
西城佳园李记串串	重庆市	重庆市	大渡口区	[]	106.474184,29.431000	106.55766585007548	29.574639200882807	[]	[]
一品香老火锅	重庆市	重庆市	大渡口区	双龙路1号附21号	106.474548,29.495208	106.55766585007548	29.574639200882807	3.9	65.00
山城红灯笼老火锅(沃尔玛店)	重庆市	重庆市	大渡口区	湖榕路39号附25号(沃尔玛对面)	106.481401,29.475963	106.55766585007548	29.574639200882807	3.5	[]
据会点串串(平安店)	重庆市	重庆市	大渡口区	钢花路66号2号楼负2楼11号	106.485724,29.488528	106.55766585007548	29.574639200882807	3.5	[]
土拔碗老火锅	重庆市	重庆市	大渡口区	山川路晋愉天意6号	106.467464,29.493467	106.55766585007548	29.574639200882807	3.5	[]
曼加泰式海鲜火锅	重庆市	重庆市	大渡口区	新天泽广场1幢5-15	106.481151,29.474819	106.55766585007548	29.574639200882807	3.5	[]
班花冷串串	重庆市	重庆市	大渡口区	春晖路81号附13号	106.477866,29.475122	106.55766585007548	29.574639200882807	3.5	[]
钢管厂后门小郡肝串串香	重庆市	重庆市	大渡口区	松青路1589号	106.479085,29.461954	106.55766585007548	29.574639200882807	3.5	[]
成钢五区小郡肝串串香(大渡口店)	重庆市	重庆市	大渡口区	松青路1555号附86号(美食一条街十字路口旁)	106.480294,29.468724	106.55766585007548	29.574639200882807	3.5	[]
云门山罗非鱼耗儿鱼	重庆市	重庆市	大渡口区	松青路1058-附22号	106.479587,29.470374	106.55766585007548	29.574639200882807	3.5	[]
牧马人老火锅(盛世龙都分店)	重庆市	重庆市	大渡口区	双城路2号盛世龙都A区沿街商铺	106.464744,29.493764	106.55766585007548	29.574639200882807	3.5	43.00
